date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2000-01-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,150000.0,3205.7378
2000-01-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,100000.0,2137.1586
2000-01-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Bread,KG,actual,Retail,AFN,15.63,0.334
2000-01-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat,KG,actual,Retail,AFN,9.13,0.1951
2000-01-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,10.06,0.215
2000-01-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,60000.0,1282.2951
2000-01-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Bread,KG,actual,Retail,AFN,14.26,0.3048
2000-01-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat,KG,actual,Retail,AFN,13.75,0.2939
2000-01-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,18.57,0.3969
2000-01-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,55000.0,1175.4372
2000-01-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Bread,KG,actual,Retail,AFN,16.25,0.3473
2000-01-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat,KG,actual,Retail,AFN,12.88,0.2753
2000-01-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,18.0,0.3847
2000-01-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,75000.0,1602.8689
2000-01-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Bread,KG,actual,Retail,AFN,14.86,0.3176
2000-01-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat,KG,actual,Retail,AFN,13.16,0.2813
2000-01-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.55,0.3323
2000-01-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,58749.5,1255.57
2000-02-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,150000.0,3157.8947
2000-02-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,100000.0,2105.2632
2000-02-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Bread,KG,actual,Retail,AFN,15.63,0.3291
2000-02-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat,KG,actual,Retail,AFN,9.13,0.1922
2000-02-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,9.88,0.208
2000-02-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,60000.0,1263.1579
2000-02-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Bread,KG,actual,Retail,AFN,13.49,0.284
2000-02-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat,KG,actual,Retail,AFN,12.32,0.2594
2000-02-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,16.07,0.3383
2000-02-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,70000.0,1473.6842
2000-02-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Bread,KG,actual,Retail,AFN,15.42,0.3246
2000-02-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat,KG,actual,Retail,AFN,12.23,0.2575
2000-02-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,16.38,0.3448
2000-02-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,75000.0,1578.9474
2000-02-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Bread,KG,actual,Retail,AFN,16.66,0.3507
2000-02-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat,KG,actual,Retail,AFN,13.31,0.2802
2000-02-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.38,0.3238
2000-02-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,59999.5,1263.1474
2000-03-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,Fuel (diesel),L,actual,Retail,AFN,50000.0,1057.9771
2000-03-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,116250.0,2459.7969
2000-03-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,Fuel (diesel),L,actual,Retail,AFN,34250.0,724.7143
2000-03-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,100000.0,2115.9543
2000-03-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Bread,KG,actual,Retail,AFN,16.14,0.3415
2000-03-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat,KG,actual,Retail,AFN,8.82,0.1866
2000-03-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,10.23,0.2165
2000-03-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,Fuel (diesel),L,actual,Retail,AFN,16000.0,338.5527
2000-03-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,60000.0,1269.5726
2000-03-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Bread,KG,actual,Retail,AFN,11.76,0.2488
2000-03-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat,KG,actual,Retail,AFN,11.72,0.248
2000-03-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,14.25,0.3015
2000-03-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,Fuel (diesel),L,actual,Retail,AFN,12075.0,255.5015
2000-03-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,70000.0,1481.168
2000-03-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Bread,KG,actual,Retail,AFN,15.83,0.335
2000-03-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat,KG,actual,Retail,AFN,10.7,0.2264
2000-03-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,13.85,0.2931
2000-03-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,80000.0,1692.7634
2000-03-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Bread,KG,actual,Retail,AFN,15.28,0.3233
2000-03-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat,KG,actual,Retail,AFN,12.48,0.2641
2000-03-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,14.29,0.3024
2000-03-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,Fuel (diesel),L,actual,Retail,AFN,13133.25,277.8936
2000-03-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,69166.5,1463.5315
2000-04-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,Fuel (diesel),L,actual,Retail,AFN,49000.0,1036.6597
2000-04-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,150000.0,3173.448
2000-04-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,Fuel (diesel),L,actual,Retail,AFN,27600.0,583.9144
2000-04-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,99000.0,2094.4757
2000-04-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Bread,KG,actual,Retail,AFN,17.19,0.3637
2000-04-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat,KG,actual,Retail,AFN,12.1,0.256
2000-04-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,13.9,0.2941
2000-04-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,Fuel (diesel),L,actual,Retail,AFN,12400.0,262.3384
2000-04-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,52000.0,1100.1286
2000-04-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Bread,KG,actual,Retail,AFN,12.92,0.2733
2000-04-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat,KG,actual,Retail,AFN,13.56,0.2869
2000-04-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.57,0.3294
2000-04-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,Fuel (diesel),L,actual,Retail,AFN,14900.0,315.2292
2000-04-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,70000.0,1480.9424
2000-04-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Bread,KG,actual,Retail,AFN,18.67,0.395
2000-04-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat,KG,actual,Retail,AFN,12.66,0.2678
2000-04-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.68,0.3317
2000-04-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,Fuel (diesel),L,actual,Retail,AFN,13500.0,285.6103
2000-04-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,86000.0,1819.4435
2000-04-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Bread,KG,actual,Retail,AFN,20.0,0.4231
2000-04-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat,KG,actual,Retail,AFN,14.25,0.3015
2000-04-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,16.23,0.3434
2000-04-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,Fuel (diesel),L,actual,Retail,AFN,15938.8,337.2064
2000-04-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,69333.2,1466.8354
2000-05-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,1625000.0,34384.2573
2000-05-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,Fuel (diesel),L,actual,Retail,AFN,44625.0,944.2446
2000-05-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,150000.0,3173.9314
2000-05-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,2137500.0,45228.5231
2000-05-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,Fuel (diesel),L,actual,Retail,AFN,30125.0,637.4312
2000-05-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,100000.0,2115.9543
2000-05-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Bread,KG,actual,Retail,AFN,16.67,0.3527
2000-05-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat,KG,actual,Retail,AFN,11.69,0.2474
2000-05-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,12.69,0.2685
2000-05-15,Hirat,Hirat,Hirat,34.346944,62.198333,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,600000.0,12695.7258
2000-05-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,Fuel (diesel),L,actual,Retail,AFN,13750.0,290.9437
2000-05-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,55000.0,1163.7749
2000-05-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Bread,KG,actual,Retail,AFN,16.44,0.3479
2000-05-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat,KG,actual,Retail,AFN,13.56,0.2869
2000-05-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.15,0.3206
2000-05-15,Kabul,Kabul,Kabul,34.516667,69.183333,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,1075000.0,22746.5087
2000-05-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,Fuel (diesel),L,actual,Retail,AFN,16175.0,342.2556
2000-05-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,70000.0,1481.168
2000-05-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Bread,KG,actual,Retail,AFN,20.0,0.4232
2000-05-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat,KG,actual,Retail,AFN,12.38,0.262
2000-05-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.13,0.3201
2000-05-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,633333.33,13401.0439
2000-05-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,Fuel (diesel),L,actual,Retail,AFN,14625.0,309.4583
2000-05-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,87500.0,1851.46
2000-05-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Bread,KG,actual,Retail,AFN,20.0,0.4232
2000-05-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat,KG,actual,Retail,AFN,12.96,0.2742
2000-05-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,14.01,0.2964
2000-05-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,1216666.5,25744.1071
2000-05-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,Fuel (diesel),L,actual,Retail,AFN,17583.5,372.0588
2000-05-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,72500.0,1534.0669
2000-06-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,1476000.0,31231.4854
2000-06-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,Fuel (diesel),L,actual,Retail,AFN,59800.0,1265.3407
2000-06-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,150000.0,3173.9314
2000-06-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,1730000.0,36606.0093
2000-06-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,Fuel (diesel),L,actual,Retail,AFN,39000.0,825.2222
2000-06-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,100000.0,2115.9543
2000-06-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Bread,KG,actual,Retail,AFN,16.67,0.3527
2000-06-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat,KG,actual,Retail,AFN,11.78,0.2493
2000-06-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,14.34,0.3034
2000-06-15,Hirat,Hirat,Hirat,34.346944,62.198333,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,579000.0,12251.3754
2000-06-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,Fuel (diesel),L,actual,Retail,AFN,13213.4,279.5895
2000-06-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,49000.0,1036.8176
2000-06-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Bread,KG,actual,Retail,AFN,17.43,0.3688
2000-06-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat,KG,actual,Retail,AFN,14.94,0.3161
2000-06-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,16.11,0.3409
2000-06-15,Kabul,Kabul,Kabul,34.516667,69.183333,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,1000000.0,21159.543
2000-06-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,Fuel (diesel),L,actual,Retail,AFN,15460.0,327.1265
2000-06-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,70000.0,1481.168
2000-06-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Bread,KG,actual,Retail,AFN,20.67,0.4374
2000-06-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat,KG,actual,Retail,AFN,13.26,0.2806
2000-06-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.3,0.3237
2000-06-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,700000.0,14811.6801
2000-06-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,Fuel (diesel),L,actual,Retail,AFN,13440.0,284.3843
2000-06-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,78000.0,1650.4444
2000-06-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Bread,KG,actual,Retail,AFN,20.0,0.4232
2000-06-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat,KG,actual,Retail,AFN,13.18,0.2789
2000-06-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.97,0.3379
2000-06-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,779333.4,16490.3386
2000-06-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,Fuel (diesel),L,actual,Retail,AFN,16550.0,350.1904
2000-06-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,70666.6,1495.273
2000-07-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,1800000.0,37988.9753
2000-07-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,Fuel (diesel),L,actual,Retail,AFN,62500.0,1319.0616
2000-07-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,150000.0,3165.7479
2000-07-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,1575000.0,33240.3534
2000-07-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,Fuel (diesel),L,actual,Retail,AFN,33875.0,714.9314
2000-07-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,100000.0,2110.4986
2000-07-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Bread,KG,actual,Retail,AFN,16.67,0.3518
2000-07-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat,KG,actual,Retail,AFN,11.44,0.2414
2000-07-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,14.15,0.2986
2000-07-15,Hirat,Hirat,Hirat,34.346944,62.198333,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,482916.5,10191.9461
2000-07-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,Fuel (diesel),L,actual,Retail,AFN,13144.0,277.4039
2000-07-15,Hirat,Hirat,Hirat,34.346944,62.198333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,50000.0,1055.2493
2000-07-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Bread,KG,actual,Retail,AFN,18.54,0.3913
2000-07-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat,KG,actual,Retail,AFN,14.41,0.3041
2000-07-15,Kabul,Kabul,Kabul,34.516667,69.183333,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.75,0.3324
2000-07-15,Kabul,Kabul,Kabul,34.516667,69.183333,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,812500.0,17147.8014
2000-07-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,Fuel (diesel),L,actual,Retail,AFN,15025.0,317.1024
2000-07-15,Kabul,Kabul,Kabul,34.516667,69.183333,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,70000.0,1477.349
2000-07-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Bread,KG,actual,Retail,AFN,21.66,0.4571
2000-07-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat,KG,actual,Retail,AFN,13.28,0.2803
2000-07-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.31,0.3231
2000-07-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,600000.0,12662.9918
2000-07-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,Fuel (diesel),L,actual,Retail,AFN,13525.0,285.4449
2000-07-15,Kandahar,Kandahar,Kandahar,31.6125,65.709444,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,70000.0,1477.349
2000-07-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Bread,KG,actual,Retail,AFN,20.0,0.4221
2000-07-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat,KG,actual,Retail,AFN,12.02,0.2537
2000-07-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,cereals and tubers,Wheat flour,KG,actual,Retail,AFN,15.31,0.3231
2000-07-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,729166.75,15389.0543
2000-07-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,Fuel (diesel),L,actual,Retail,AFN,16108.5,339.9697
2000-07-15,Nangarhar,Jalalabad,Jalalabad,34.426111,70.451389,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,71666.5,1512.5205
2000-08-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,1700000.0,35789.4737
2000-08-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,Fuel (diesel),L,actual,Retail,AFN,53000.0,1115.7895
2000-08-15,Badakhshan,Faiz Abad,Fayzabad,37.116638,70.580022,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,150000.0,3157.8947
2000-08-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,"meat, fish and eggs","Livestock (sheep, one-year-old alive female)",Unit,actual,Retail,AFN,1650000.0,34736.8421
2000-08-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,Fuel (diesel),L,actual,Retail,AFN,33200.0,698.9474
2000-08-15,Balkh,Mazar-e-Sharif,Mazar,36.725116,67.109571,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,AFN,100000.0,2105.2632
2000-08-15,Hirat,Hirat,Hirat,34.346944,62.198333,cereals and tubers,Bread,KG,actual,Retail,AFN,16.67,0.3509
